Foster care cause more harm than good because it destroys families by taking the kids away.	Kids who are taken away from their family experience loss that they will never recover from.	support	(foster care; causes; harm)(foster care; capable of; destroy family)(kids; desires; family experience)(foster care; not desires; family experience)(kids; not desires; foster care)
The right to keep and bear arms benefits society.	The right to keep and bear arms allows us to protect ourselves and those around us	support	(bear arms; has property; positive)(positive; capable of; benefits society)(bear arms; capable of; protect ourselves)
Space exploration is just a waste of resources	Money wasted on space exploration can be used on other things that improves the earth	support	(space exploration; capable of; money wasted)(money wasted; synonym of; waste of resources)(money wasted; used for; other things)(other things; capable of; improves the earth)
Homeopathy is efficient for some people	Homeopathy usually is effective and does not have side effect after it's usage for some people	support	(homeopathy; is a; effective)(effective; has context; some people)(effective; synonym of; efficient)(homeopathy; not capable of; side effect)
Telemarketing should be banned because it's annoying.	Telemarketing shouldn't be banned, it helps put people in touch with companies that want to make them special offers.	counter	(telemarketing; capable of; people in touch)(people in touch; has property; companies)(companies; capable of; special offers)(special offers; not desires; banned)(special offers; is not a; annoying)
Whaling reduces the amount of whale in the Ocean	Whaling reduces the productivity of whales in the ocean the more you kill, the less they give birth.	support	(kill whales prematurely; causes; less time procreate)(less time procreate; causes; less give birth)(less give birth; causes; reduces the amount)(whaling; synonym of; kill)(kill; capable of; kill whales prematurely)
Adults have the right to do as they wish with their bodies.	Bodily autonomy grants adults a variety of rights to do as we wish with their bodies.	support	(adults; desires; bodily autonomy)(bodily autonomy; has context; as they wish)(bodily autonomy; causes; variety of rights)(variety of rights; has context; as they wish)
Wikipedia is a source of Information for everyone	Wikipedia provides all source of information and knowledge needed for everyone	support	(wikipedia; capable of; helping people)(source of information; part of; helping people)(source of information; has context; needed for everyone)
sex selection should be banned.	Sex selection is unethical.	support	(sex selection; has context; unnatural)(unnatural; has context; should be banned)(sex selection; has context; unethical)(unethical; has context; should be banned)
Child actors may be traumatized by the experience.	Child actors frequently continue to act as adults.	counter	(child actors; has property; young and vulnerable)(young and vulnerable; desires; guardians monitoring)(guardians monitoring; causes; well adjusted child)(well adjusted child; antonym of; traumatized)(well adjusted child; capable of; continue to act)(continue to act; causes; adults actor)
Student loans make students work harder.	Without something to pay off, students have no incentive to work.	support	(student loans; causes; motivation)(motivation; causes; students work harder)(student loans; capable of; incentive to work)(incentive to work; causes; pay off)
Burning the flag is disrespectful.	Burning the flag is a right defended by the constitution.	counter	(burning the flag; is a; a right)(a right; has property; defended by constitution)(defended by constitution; is a; symbolic speech)(symbolic speech; used for; form of protest)(form of protest; is not a; disrespectful)
funding puts barriers on journalism because there would be strings attached to the funding.	People feel indebted to people that give them money.	support	(give them money; synonym of; funding)(give them money; capable of; barriers on journalism)(feel indebted; part of; barriers on journalism)(feel indebted; synonym of; strings attached)
Whaling is important from many people's livelihoods.	Plenty of people depend on whaling for their salaries.	support	(whaling; causes; jobs)(jobs; causes; salaries)(salaries; synonym of; livelihoods)
Assisted suicide is compassionate.	Assisted suicide is not compassionate. It is cruel for the doctor to kill a patient.	counter	(assisted suicide; receives action; help to die)(help to die; receives action; doctor)(help to die; created by; kill patient)(kill patient; is a; cruel)(cruel; antonym of; compassionate)
Compulsory voting would ensure the government had a true mandate.	Compulsory voting would eliminate low voter turnout.	support	(compulsory voting; capable of; everyone votes)(everyone votes; causes; true mandate)(everyone votes; not capable of; low voter turnout)
If a song starts with an idea, the person who came up with the idea deserves to profit.	Without the initial idea, there would be no song.	support	(song; has context; comes from idea)(comes from idea; desires; profit)(song; created by; initial idea)(initial idea; desires; profit)
Abolishing intellectual property rights on medicine will save lives.	By abolishing intellectual property rights on medicine, lives will be saved due to drugs being more accessible.	support	(abolishing intellectual rights; capable of; save lives)(abolishing intellectual rights; capable of; drugs more accessible)(more accessible; capable of; save lives)(drugs more accessible; capable of; save lives)(medicine; desires; more accessible)
Celibacy is an outdated practice.	The vow of celibacy is a personal choice, and no one has the right to take it away.	counter	(celibacy; is a; personal choice)(personal choice; has context; individual)(personal choice; is not a; outdated practice)
Child acting harms children.	Many child actors are abused.	support	(child acting; capable of; negative effects)(negative effects; causes; harms children)(child actors; has subevent; abused)(abused; is a; negative effects)
Bad government should be ignored and not traded with	Bad government can be changed by dialogue with them	counter	(bad government; causes; bad policies)(bad policies; capable of; changed by dialogue)(changed by dialogue; used for; government)(government; capable of; improvement)(improvement; not desires; ignored)(improvement; desires; dealt with)
Alternative medicines can be harmful.	Alternative medicines often have side effects which are not adequately studied.	support	(alternative medicines; has property; not regulated)(not regulated; has property; not studied)(not studied; capable of; side effects)(side effects; capable of; harmful)
End the war on drugs.	Some states have decided to legalize certain substances that are considered drugs.	support	(some states; capable of; legalize certain substances)(legalize certain substances; part of; drugs)(legalize certain substances; desires; end the war)
Assisted suicide is an act of mercy.	Assisted suicide negates the possibility of any future treatment.	counter	(assisted suicide; is a; killing a person)(killing a person; causes; negates the possibility)(negates the possibility; has subevent; any future treatment)(any future treatment; causes; hopeless to recover)(hopeless to recover; is not a; act of mercy)(killing a person; is not a; act of mercy)
Legalizing prostitution is illegal and immoral	legalizing prostitution will bring about less satisfaction in sexual life with partner which is immoral	support	(legalizing prostitution; causes; bring less satisfaction)(bring less satisfaction; created by; partner sexual life)(partner sexual life; is a; immoral)(partner sexual life; causes; sexual crimes)(sexual crimes; is a; illegal)
homeopathic medicine is harmless.	homeopathic medicine uses potentially dangerous substances.	counter	(homeopathic medicine; has property; not regulated)(not regulated; capable of; dangerous substances)(dangerous substances; causes; harm)(harm; antonym of; harmless)
Child actors should be banned.	Child actors should have parents and guardians monitoring them to ensure their well-being.	counter	(child actors; has property; young and vulnerable)(young and vulnerable; receives action; guardians monitoring)(guardians monitoring; causes; well adjusted child)(well adjusted child; is a; good thing)(good thing; not desires; banned)
Homeopathic medicine is experimental and unproven, and people shouldn't be allowed to use it.	People have used homeopathic medicine safely for years.	counter	(homeopathic medicine; has property; natural medicine)(natural medicine; has property; used for centuries)(used for centuries; not has property; experimental and unproven)(experimental and unproven; capable of; safely)
Legalized organ trade would save lives.	Legalized organ trade would increase the stock of organs, leading to more transplants.	support	(legalized organ trade; causes; organs available)(organs available; has context; save lives)(organs available; causes; more transplants)(stock of organs; causes; more transplants)
multiparty systems provide more than one point of view and ultimately a better outcome	a multiparty system has more than one political view	support	(multiparty systems; has context; various views)(various views; capable of; better outcome)(multiparty system; has context; more than one)(more than one; has property; various views)
enduring pain can be difficult so alternative medicine should be used if pain can be relieved.	Alternative medicine is effective in some medical cases.	support	(pain; causes; suffering)(suffering; part of; medical cases)(medical cases; desires; helping)(helping; used for; relieved)(relieved; created by; alternative medicine)
Children should be loved and cherished regardless of gender allocation	Children can be considered a gift to their parents.	support	(children; created by; boy or girl)(boy or girl; is a; considered a gift)(considered a gift; used for; their parents)(their parents; desires; loved and cherished)(loved and cherished; has context; notwithstanding gender allocation)
wikipedia should be subsidized.	Subsidization helps Wikipedia add more features.	support	(wikipedia; capable of; provide important information)(provide important information; has context; should be subsidized)(subsidization; causes; add more features)(add more features; causes; should be subsidized)
If the market for organ donors was open, people who needed organs would be protected by rules.	When rules are in place for the organ market, it keeps things more controlled, and protects vulnerable people in need.	support	(market for organ; causes; regulations)(regulations; has context; protected by rules)(protected by rules; causes; more controlled)(more controlled; capable of; protects vulnerable people)
Artists and creators works a lot and should consume earn more funds	Artists and creators are trying and should be compensated by earning more money.	support	(artists and creators; capable of; trying)(artists and creators; desires; be compensated)(be compensated; has context; earning more money)(earning more money; synonym of; earn more funds)(trying; capable of; works a lot)
Foster care harms children.	Children who go through foster care are more likely to deal with mental health issues.	support	(foster care; has context; negative effects)(negative effects; capable of; harms children)(foster care; causes; mental health issues)(mental health issues; part of; negative effects)
A multi-party system gives people more options for leadership than a system with fewer parties.	Multi-party systems have been shown to lead to a better government and happier citizens.	support	(multi-party system; causes; choice)(choice; part of; more options)(multi-party systems; causes; better government)(more options; causes; better government)
Subsidizing student loans is bad.	Loans aren't incentive-based; by subsidizing student loans, we relieve a some of their stress.	counter	(student loans; is not a; incentive based)(student loans; part of; debt)(debt; desires; subsidizing)(subsidizing; capable of; relieving stress)(relieving stress; is not a; bad)
When you can zero in on race, it helps identify potential suspects.	Some races commit more crimes.	support	(race; capable of; narrowing down suspects)(narrowing down suspects; causes; zero in)(some races; has property; commit more crimes)(commit more crimes; used for; zero in)
Allowing people to work longer ensures there will be more resources for future generations.	Allowing people to work longer will put less of a strain on Social Security.	support	(allowing people; receives action; work longer time)(work longer time; capable of; put less strain)(put less strain; at location; social security)(social security; causes; ensure more funds)(ensure more funds; used for; future generations)
Subsidizing journalism allows for unbiasedness of work by journalist	When journalism is subsidized journalist get more pay ans as a result be effective in their workplace	support	(subsidizing journalism; capable of; impartial)(impartial; part of; unbiasedness)(more pay; causes; be effective)(subsidizing journalism; causes; more pay)
stay at home Dad allows for gender equality at work	Stay at home helps their wife in their career and also balance the rate of men and women at work	support	(at home dad; capable of; break gender rules)(break gender rules; causes; gender equality)(stay at home; capable of; helps their wife)(helps their wife; causes; balance)(balance; causes; gender equality)
Organ trade allows it easily accessible	Organ trade makes people kill others to trade it.	counter	(organ trade; causes; people kill others)(organ trade; is a; dangerous)(dangerous; is not a; easily accessible)
There are many benefits to humans though space exploration.	The discovery of simple life on other planets is revolutionary, and should not be downplayed.	support	(space exploration; capable of; positive effects)(positive effects; has context; benefits to humans)(discovery of life; capable of; revolutionary)(revolutionary; has context; not be downplayed)(revolutionary; has context; benefits to humans)
Adopting gender-neutral language is too costly of a venture.	Changing to gender-neutral language would prompt the revision of billions of documents.	support	(adopting; causes; changing to)(changing to; has context; gender-neutral language)(gender-neutral language; receives action; need amendments)(need amendments; desires; prompt the revision)(prompt the revision; has context; billions of documents)(billions of documents; desires; funding)(funding; is a; too costly venture)
The owner of a company is entitled to maximize personal gains.	By owning the company, the owner deserves to make as much as possible.	support	(owner; has property; all company risk)(all company risk; receives action; all company reward)(all company reward; synonym of; much as possible)(much as possible; synonym of; maximize personal gains)
Flag burning is protected free speech.	The 1st Amendment protects some forms of symbolic speech, including flag burnings for protest.	support	(flag burning; part of; freedom of expression)(freedom of expression; part of; free speech)(flag burnings; has context; 1st amendment protects)(flag burning; synonym of; flag burnings)
Safe space are being used in the wrong way	Safe space gives people the chance to get where they can stay	counter	(safe space; capable of; make people comfortable)(make people comfortable; has context; they can stay)(make people comfortable; is not a; wrong way)
We should not cancel pride parades because it gives the message that lgbt people are unimportant.	Pride parades celebrate acceptance of lgbt people.	support	(pride parades; capable of; celebrate acceptance)(celebrate acceptance; has context; lgbt people)(celebrate acceptance; not desires; cancel)(lgbt people; is a; important)(important; antonym of; unimportant)
Assisted suicide should be illegal.	No one person should decide whether another person lives or dies.	support	(assisted suicide; has context; murder)(murder; is a; illegal)(no one person; part of; decide)(decide; has context; murder)
Assisted suicide is murder.	It is illegal to knowingly contribute to another person's death.	support	(killing someone; has subevent; murder)(killing someone; has property; illegal)(person's death; part of; killing someone)(assisted suicide; causes; helping someone die)(helping someone die; synonym of; person's death)
Legal executions are not always painless.	There are tests and precautions to ensure that they are executed painlessly.	counter	(legal executions; desires; tests and precautions)(tests and precautions; capable of; executed painlessly)(executed painlessly; is a; always painless)
Gender-neutral language is impersonal.	Gender is an expression of a person's identity.	support	(gender-neutral language; capable of; vague)(vague; has context; impersonal)(gender; part of; identity)(identity; has context; personal)(personal; antonym of; impersonal)
Mandatory retirement keeps the workforce fresh.	Mandatory retirement allows people to know for a certainty when they will have to stop working.	support	(mandatory retirement; causes; new employees)(new employees; causes; workforce fresh)(mandatory retirement; causes; certainty)
Adopting gender neutral language would be expensive and we can use those resources in other places.	Adopting gender neutral language may cost more than it's worth.	support	(gender neutral language; capable of; cost money)(cost money; has context; expensive)(gender neutral language; not capable of; worth)
Executives should be paid less.	It is unfair to limit the money that they rightfully earned.	counter	(executives; has property; more responsibilities)(more responsibilities; is a; unfair)(unfair; has subevent; limit the money)(limit the money; has context; they rightfully earned)(they rightfully earned; not desires; paid less)
Children should be able to follow their dreams	Talented children can help improve the world	support	(children; capable of; dreaming)(dreaming; desires; follow their dreams)(talented children; capable of; improve the world)(talented children; capable of; follow their dreams)
homeopathy is not political.	homeopathy has nothing to do with lobbyists.	support	(homeopathy; part of; alternative medicine)(alternative medicine; is not a; political)(lobbyists; part of; political)
Intellectual property rights promote innovation.	Intellectual property right protect people's ideas.	support	(intellectual property rights; created by; intellectual property right)(intellectual property right; receives action; grant patent)(grant patent; capable of; protect people's ideas)(protect people's ideas; causes; encourage new ideas)(encourage new ideas; capable of; promote innovation)
The level of compensation is the only way to attract qualified candidates.	People are motivated by money so offering this level of compensation will attract people that are right for the position.	support	(level of compensation; causes; people want job)(people want job; created by; qualified candidates)(people; has context; motivated by money)(motivated by money; part of; level of compensation)
Wikipedia sometimes can tell lies, because anybody can edit it.	You cannot trust wikipedia, because it can be edited by anyone.	support	(wikipedia; has property; full of information)(full of information; created by; anyone)(anyone; capable of; lies)(lies; antonym of; trust)
A multi-party system would harm society.	A multi-party system would cause multiple parties to align and compromise, increasing efficiency and doing no harm.	counter	(multiple parties; part of; multi-party system)(multiple parties; capable of; align and compromise)(align and compromise; not capable of; harm society)
Racial profiling is not fair to people.	Racial profiling damages people that come up against it.	support	(racial profiling; capable of; bias)(bias; has context; not fair)(racial profiling; causes; damages people)
Racial profiling causes discrimination	Racial profiling shouldn't be allowed as it allows for racism.	support	(racial profiling; part of; racism)(racism; not desires; be allowed)(racism; causes; discrimination)
Whaling should be banned because it disrupts the natural economical balance of the seas.	Whaling reduces the whale population.	support	(whaling; is a; killing whales)(whale population; capable of; disturbs)(disturbs; has context; natural economical balance)(natural economical balance; at location; the oceans)(the oceans; desires; banned)(killing whales; causes; reduction of)(reduction of; has context; whale population)
Everything on TV is propaganda.	Everything on TV is paid for by someone and is inherently biased.	support	(everything on tv; is a; paid by someone)(paid by someone; used for; influence an audience)(influence an audience; is a; inherently biased)(inherently biased; is a; propaganda)
Paying student loans helps the economy	By taking student loans to pay for an education, students reinvest their salaries into the economy by repaying loans.	support	(paying student loans; causes; money)(money; capable of; helps the economy)(repaying loans; has context; into the economy)(into the economy; has context; helps the economy)
Telemarketing should not be banned.	Some people rely on telemarketing to get information about their preferred services.	support	(some people; receives action; rely on telemarketing)(rely on telemarketing; used for; get information)(get information; has subevent; their preferred services)(their preferred services; causes; telemarketing)(telemarketing; is a; useful)(useful; not desires; banned)
Assisted suicide is immoral	Assisted suicide is murder and God has forsaken murder	support	(assisted suicide; has context; wrong)(immoral; part of; wrong)(assisted suicide; has context; murder)(murder; is a; immoral)
assisted suicide helps people who are suffering	Terminally ill people often suffer	support	(terminally ill people; capable of; suffer)(suffer; synonym of; suffering)(terminally ill people; desires; end to suffering)(assisted suicide; capable of; end to suffering)
Legalization will provide safer environments for those who work in the industry.	Legalization helps provide safer environments because people won't panic because they think they are breaking the law.	support	(legalization; causes; regulations)(regulations; causes; provide safer environments)(provide safer environments; created by; won't panic)(won't panic; has context; not breaking law)
Judicial activism make decision in the court right and legit	Judicial activism allows for legislation to be right and free of biases	support	(judicial activism; capable of; legislation)(legislation; capable of; free of biases)(legislation; synonym of; decision)(free of biases; synonym of; right and legit)
Mandatory retirement is out of step with society.	An aging workforce prevents opportunities for the young, leaving mandatory retirement as the only solution.	counter	(elderly stop work; causes; opportunities for young)(elderly stop work; receives action; mandatory)(opportunities for young; causes; society benefits)(retirement; synonym of; elderly stop work)(society benefits; antonym of; out of step)
Telemarketers should be banned.	Most telemarketers are unwanted and did not get direct permission to contact.	support	(most telemarketers; has property; annoying)(annoying; causes; unwanted)(unwanted; not created by; get direct permission)(get direct permission; used for; contact)(contact; desires; banned)(most telemarketers; part of; telemarketers)
Capital punishment provides closure for victims' families.	Capital punishment does not guarantee closure for a victim's family members.	counter	(capital punishment; synonym of; death penalty)(death penalty; not capable of; guarantee closure)(guarantee closure; has context; victims' families)
Assisted suicide is a crime because a person had a hand in someone else's death	By assisting someone with their death you are committing a crime by causing them to lose their life	support	(assisted suicide; has property; assisting someone death)(assisting someone death; has property; causing someone death)(causing someone death; has property; crime)(causing someone death; synonym of; lose their life)
it provides housing for child with no parents	child with no parents tends to benefit from it through provision of shelter	support	(foster care; capable of; provides housing)(with no parents; desires; foster care)(foster care; causes; provision of shelter)
Everyone has equal rights and racial profiling should not in place anymore	Racial profiling is act of denying people their right which should never be the case	support	(equal rights; part of; equal treatment)(equal treatment; not desires; racial profiling)(racial profiling; has context; denying people)
Economic sanction enables prevent bad behaviours of countries on others	Economic sanction allow other countries to live without fear of being oppressed by other countries	support	(economic sanction; capable of; live without fear)(countries; desires; live without fear)(economic sanction; is a; penalty)(penalty; capable of; prevent bad behaviors)(penalty; has context; countries)
Wikipedia should not be subsidized.	Some people believe Wikipedia would benefit from being subsidized.	counter	(wikipedia; desires; benefit)(benefit; has context; subsidized)(wikipedia; capable of; provide resource)
Assisted suicide is murder.	The dying party has consented, negating murder.	counter	(assisted suicide; used for; the dying party)(the dying party; receives action; has chosen)(has chosen; receives action; has consented)(has consented; causes; ruling out murder)(ruling out murder; antonym of; murder)
The death penalty is warranted for certain crimes.	Many people are wrongly convicted of a crime, and supporting evidence can be falsified.	counter	(death penalty; part of; justice system)(justice system; capable of; wrongly convicted)(wrongly convicted; created by; supporting evidence falsified)(wrongly convicted; capable of; innocent person dying)(innocent person dying; is not a; warranted)(people; capable of; crime)(crime; has subevent; death penalty)
Cultures that have traditionally hunted whales should be allowed to continue to do so.	History has shown that cultures can adapt and undertake less barbaric traditional practices.	counter	(cultures; capable of; adapt)(adapt; has property; traditional practices)(traditional practices; capable of; hunted whales)(hunted whales; is a; barbaric)(barbaric; desires; stop)(stop; antonym of; continue)
If we ban cosmetic surgery for minors a dangerous black market will be established	markets always emerge for banned items and activities. It would be unregulated and dangerous for minors	support	(ban cosmetic surgery; causes; do it illegally)(do it illegally; part of; dangerous black market)(markets always emerge; used for; banned items)(banned items; part of; dangerous black market)
tv is pase.	Not everyone has access to media other than tv.	counter	(not everyone; receives action; has technological resources)(has technological resources; used for; access to media)(access to media; not part of; tv)(tv; is a; only choice)(only choice; is not a; pase)
The right to keep and bear arms puts society in danger.	The right to keep and bear arms is enshrined in our constitution.	counter	(the right; used for; keep arms)(the right; used for; bear arms)(keep arms; has property; enshrined in constitution)(bear arms; has property; enshrined in constitution)(enshrined in constitution; used for; protect our rights)(protect our rights; not causes; danger in society)
Abolishing mandatory retirement will help end age discrimination.	Abolishing mandatory retirement will protect older workers and help end age discrimination.	support	(mandatory retirement; part of; prejudice)(age discrimination; has context; prejudice)(abolishing mandatory retirement; used for; end prejudice)(abolishing mandatory retirement; causes; protect older workers)(protect older workers; not part of; age discrimination)
Space has many resources that has not yet been utilized	Resources in the space are so much and it should be explored as soon as possible	support	(space; desires; be explored)(space; has property; benefits)(benefits; synonym of; resources)(benefits; desires; utilized)
Children should be able to consent to cosmetic surgery.	Children do not have the mental capacity to understand the consequences of medical decisions.	counter	(children; has property; still developing)(still developing; not capable of; important decision)(cosmetic surgery; has property; important decision)(important decision; capable of; consequences)
A person should have the right to choose what happens to their body.	Bodily autonomy grants a person the right to choose what happens to their body.	support	(person; desires; bodily autonomy)(bodily autonomy; made of; their body)(bodily autonomy; causes; right to choose)
The right is protected by the second amendment.	The second amendment is part of the constitution.	support	(the second amendment; part of; the constitution)(granted by; has context; the second amendment)(the right; used for; bear arms)(bear arms; is a; granted by)
Organ acquisition in the market makes it easier to get.	Sale of organ in the market makes it easy to get and safe stress.	support	(organ acquisition; capable of; more organs available)(more organs available; causes; easier to get)(easy to get; capable of; safe stress)(easy to get; has context; more organs available)
Homeopathic remedies can provide emotional and physical healing.	Homeopathy provides a false sense of hope.	counter	(homeopathy; is not a; scientific and effective)(scientific and effective; capable of; provides)(provides; has context; false hope)(false hope; capable of; hurt emotional feeling)(hurt emotional feeling; antonym of; provide emotional healing)(false hope; not capable of; physical healing)(homeopathic remedies; synonym of; homeopathy)
Creating awareness of the LGBT community, decreases discrimination.	Discrimination against LGBT people exists because of misconceptions adopted in ignorance of universal truths.	support	(creating awareness; causes; knowledge)(knowledge; causes; decreases discrimination)(discrimination; created by; ignorance)(ignorance; antonym of; knowledge)
Watching television lets you get current information from home.	Television has programs like news and documentaries that give information about the world around you.	support	(watching television; capable of; stay informed)(current information; part of; stay informed)(television; capable of; give information)(give information; has context; stay informed)
Wikipedia should be subsidized.	The massive amount of information made freely available on Wikipedia is an important rationale to not refuse subsidies.	support	(wikipedia; has property; massive amount information)(wikipedia; has property; freely available)(massive amount information; capable of; being improved)(being improved; created by; more qualified workers)(more qualified workers; created by; subsidized)
Adolescents should not be allowed to get cosmetic surgery.	Cosmetic surgery may be necessary to improve the condition of life, even for children.	counter	(adolescents; part of; children)(children; capable of; disfiguration)(disfiguration; receives action; cosmetic surgery)(cosmetic surgery; capable of; removing disfiguration)(removing disfiguration; capable of; improve life)(improve life; desires; allowed)
Clergymen should be required to be celibate.	Lust and desire would lead religious leaders astray from their true purpose.	support	(lust and desire; capable of; lead astray)(lead astray; has context; religious leaders)(clergymen; synonym of; religious leaders)(lead astray; has context; their true purpose)(religious leaders; desires; celibate)(lust and desire; not part of; celibate)
Intellectual property rights promote innovation.	People will come up with new ideas if they know they can't profit from someone else's ideas.	support	(intellectual property rights; capable of; protect artists)(protect artists; causes; promote innovation)(new ideas; not created by; profit from someone)(intellectual property rights; not desires; profit from someone)
television is important for the elderly.	Many people still enjoy television.	support	(elderly; not capable of; many activities)(elderly; desires; entertainment)(entertainment; created by; television)(television; used for; enjoy)
Celibacy should be respected as an expression of belief.	Vows of celibacy are often related to religious beliefs.	support	(celibacy; synonym of; no sex)(no sex; part of; devotion to god)(devotion to god; part of; religious)(no sex; has property; action)(action; created by; expression of belief)(expression of belief; part of; religious)(religious; receives action; respected)
Abusive foster care families propagate abuse against tens of children.	The lack of oversight allows abusive foster care families to repeatedly harm children.	support	(abusive foster care; capable of; danger)(propagate abuse; part of; danger)(lack of oversight; capable of; harm children)(propagate abuse; has context; harm children)
Refusal to use gender-neutral language excludes many people.	There are many recognized genders, and the only equitable way to treat them all is to use gender-neutral language.	support	(refusal gender-neutral; capable of; excludes many people)(excludes many people; capable of; bad)(gender-neutral language; has context; equitable)(equitable; not has context; bad)
Freedom of speech protects flag burning.	The freedom of speech allows many things.	support	(freedom of speech; synonym of; freedom of expression)(allows many things; has subevent; flag burning)(freedom of expression; capable of; allows many things)
A large amount of people use illegal drugs.	A great many people feel that breaking the law is not worth it for any reason.	counter	(breaking the law; has context; not worth it)(people; not desires; breaking the law)(breaking the law; has context; illegal)
Women should be allowed to serve.	Some women serve in the military.	support	(military; desires; variety of roles)(variety of roles; has property; suited to women)(suited to women; receives action; women serve)(women serve; created by; allowed to serve)(suited to women; receives action; women)
women can endanger the lives of others in combat.	Training can reduce the fatalities in dangerous situations.	counter	(training; capable of; reduce the fatalities)(women; capable of; training)(training; not causes; endanger the lives)
Women should not be in combat.	Many women are in combat.	counter	(women; part of; armed forces)(armed forces; has context; combat)(many women; part of; women)
legalizing marijuana for recreational use is not recommended.	marijuana for recreational use do not provide any material benefit.	support	(marijuana for recreational; not capable of; material benefit)(legalizing marijuana; desires; material benefit)(recommended; desires; material benefit)
not everyone is on board with marijuana legalization.	Legalizing marijuana is still a controversial topic.	support	(legalizing marijuana; has context; controversial)(controversial; has context; not everyone)(not everyone; is a; in favor)(in favor; synonym of; on board)
Gateway drugs should be illegal as they cause addiction.	Addiction is only caused by heavy drugs.	counter	(heavy drugs; causes; addiction)(gateway drugs; has context; weaker)(heavy drugs; desires; illegal)(weaker; not causes; addiction)
Cannabis is not any worse than cigarettes or alcohol.	Cannabis is used world-round as much as cigarettes and alcohol, though smoke inhalation is questionable for health.	counter	(cannabis; causes; smoke inhalation)(smoke inhalation; capable of; worse)(questionable for health; has context; worse)(smoke inhalation; capable of; questionable for health)
Gateway drugs lead to addiction.	Cannabis has not been proven to be safe.	support	(cannabis; is a; gateway drugs)(gateway drugs; not capable of; safe)(cannabis; causes; addiction)
Women and Men should have the same opportunities, including combat.	Nurturing people can't kill.	counter	(nurturing; has context; can't kill)(women; has property; nurturing)(can't kill; not desires; combat)
If the Marijuana smoke didn't reach the lungs then I should be legal..	Smoking Marijuana can't be damaging if the smoke doesn't reach the lungs, and this should change the laws towards it.	support	(smoking marijuana; has context; not reach lungs)(not reach lungs; desires; should be legal)(not reach lungs; has context; can't be damaging)(marijuana smoke; has property; can't be damaging)(smoking marijuana; causes; marijuana smoke)
Legalizing cannabis will make the product safer.	Legalizing cannabis should not be done just to make it less harmful.	counter	(legalizing cannabis; not capable of; less harmful)(less harmful; synonym of; product safer)(legalizing cannabis; not desires; be done)
algorithmic trading is not always best.	algorithmic trading is very useful for many.	counter	(algorithmic trading; has context; very useful)(very useful; has context; best)(best; has context; important)(algorithmic trading; has context; important)
Legalizing marijuana adds millions to the federal tax	Marijuana great for taxes but still great in addicting people to it.	counter	(legalizing marijuana; synonym of; legalizing cannabis)(legalizing marijuana; capable of; addicting people)(legalizing cannabis; not capable of; adding millions)(addicting people; is not a; great)(adding millions; has context; taxes)(taxes; synonym of; federal tax)
Algorithmic trading is better for the economy.	People have successfully traded alone for hundreds of years.	counter	(people; capable of; traded alone)(algorithmic trading; not used for; traded alone)(traded alone; capable of; successfully)(successfully; has context; better)
algorithmic trading is bad because it is a form of gaming.	online trading is rife with convolutions and this isn't good for trading when you don't easily track things.	support	(algorithmic trading; synonym of; online trading)(online trading; not capable of; track things)(online trading; is a; form of gaming)(online trading; capable of; bad)
Cannabis is safer than other substances that are already legal, like alcohol and tobacco.	Marijuana is commonly used by people of all ages.	support	(cannabis; capable of; better than alcohol)(better than alcohol; has property; safer)(marijuana; has property; commonly used)(commonly used; has context; safer)
The use of recreational weed will increase the accidental deaths.	There is no specific information about increase rate of dui incidents by the use of recreational weeds.	counter	(recreational weeds; not causes; accidental deaths)(recreational weeds; synonym of; recreational weed)(recreational weed; not causes; dui incidents)
Recreational weed should be banned.	There have been no accidents from weed.	counter	(weed; causes; no accidents)(good; not desires; banned)(no accidents; has context; good)
Algorithmic trading should be permissible.	Algorithmic trading could provide an unfair advantage to those who use it over those who do not.	counter	(algorithmic trading; capable of; unfair advantage)(unfair advantage; not desires; permissible)(unfair advantage; is a; dishonest)
Algorithmic trading benefits the rich as they can afford to buy better technology that takes advantage of high speed technology at the expense of the poorer traders.	Decent technology is relatively cheap, so everyone can afford to do relatively well with algorithmic trading.	counter	(decent technology; has context; relatively cheap)(algorithmic trading; part of; decent technology)(relatively cheap; capable of; everyone can afford)(high speed technology; part of; decent technology)
We can avoid new and old investors being scammed.	We can educate investors so they are not harmed.	support	(investors; receives action; educate)(educate; not capable of; being scammed)(educate; not capable of; harmed)
We can avoid new and old investors being scammed.	People will find new ways to impact investors.	counter	(impact investors; created by; new ways)(new ways; capable of; scammed)(new ways; used for; old investors)
algorithmic trading is not fair.	Many people have done well with algorithmic trading.	counter	(algorithmic trading; capable of; done well)(done well; has context; fair)(many people; part of; algorithmic trading)
this drug acts as a gateway starter to other drugs which are more dangerous.	Each drug is independent.	counter	(each drug; is a; independent)(independent; not causes; gateway starter)(independent; not capable of; leading to)(leading to; has context; other drugs)(other drugs; capable of; more dangerous)
computer algorithmic trading is not reliable.	Computer algorithmic trading gives some people an advantage.	counter	(computer algorithmic trading; has property; an advantage)(an advantage; causes; make money)(people; desires; make money)(make money; created by; working properly)(working properly; is a; reliable)
Medical marijuana should be legalized, as it is necessary for certain health benefits.	Safer anesthetics could be used instead of cannabis.	counter	(safer anesthetics; not capable of; harm)(cannabis; capable of; harm)(medical marijuana; synonym of; cannabis)(harm; not desires; legalized)(safer anesthetics; not part of; cannabis)(cannabis; is not a; necessary)(cannabis; not capable of; health benefits)
